DL_Eng,DL_EKM,T_Acc (MBSE),T_I (MBSE),T_Acc (LFSystemSimulator),T_I (LFSystemSimulator),T_Acc (CAD),T_I (CAD),T_Acc (IDE),T_I (IDE),T_Acc (ECAD),T_I (ECAD),T_Acc (FEM),T_I (FEM),T_Acc (CurcuitSimulation),T_I (CurcuitSimulation),New Tool,T_Acc (new),T_I (new),T_Usab (new)
1.7796299556669726,2.203207518122232,0.30347116251943496,0.9327384419488131,0.38166389243327337,0.15887344979055695,0.3975015030917234,0.7047153807938163,0.7109081617318503,0.33915692550014426,0.869756024282616,0.4310403798496566,0.358957055115933,0.7847751911418911,0.1956426362443897,0.655763482428474,False,0.2948009513046912,0.33085236407793767,2.658400582450721
2.1200149591518898,2.4528623832704306,0.10019046279337837,0.7574148281780082,0.5256816710054305,0.013322477944572005,0.8812478474868565,0.03191557856170967,0.3941675320474324,0.15304607913280116,0.8895395348025116,0.6905472323676972,0.4401610060861132,0.34159799868336677,0.6229339644686102,0.5414813401485715,False,0.6989533067798684,0.5626682789422391,2.0895515183018047
1.8747905376847012,1.081849558823108,0.8740667891588113,0.35332945944877864,0.8291382082813973,0.8681274793836659,0.5207437465756345,0.34161627901286945,0.8984119868299753,0.10244105221538972,0.6362428009922627,0.3144856814345552,0.6681411493907234,0.5845238061360541,0.3095165984762097,0.32971225400009635,False,0.3063228616872763,0.3742033575424015,2.4959611917088003
1.9290538798232735,2.963702341205499,0.25005535005251367,0.17264176482078591,0.11681002831215234,0.9162087695350939,0.3135854526203024,0.6398056228853288,0.8619238499717808,0.6249050535967502,0.1329946994495827,0.11724512420782324,0.7224658530808945,0.2742111930854377,0.3667787446337224,0.5749102225726298,False,0.7337329002097592,0.28135840439771104,2.55285476365525
2.4761471869613243,2.945984587291,0.2916472849052537,0.7357680247264329,0.322065394657936,0.3156951417275796,0.24893416058251985,0.5684965073981704,0.27474762091351584,0.07702494546151196,0.4491068477992386,0.8683958786021796,0.8035429903229098,0.957649286581869,0.7612629478979654,0.9699117428051017,True,0.8109147637925661,0.4563289242450353,2.6680601399143304
2.749546095192466,2.059650865023646,0.8979955575860044,0.393415783259796,0.25356606400758686,0.47363253057903915,0.40085927143580513,0.4496382911184373,0.6213687604651563,0.9316283911946087,0.47552230706882526,0.6233476237913291,0.8707777278722939,0.2881477607374358,0.4322635225534278,0.9107316538769077,True,0.12137311632463883,0.9078307877069881,2.1017657270839463
2.9492767607443273,1.9113600830958117,0.8965546896109166,0.15612997560145095,0.7310402423307099,0.813950680754405,0.6820266630260116,0.08153428677161917,0.3853273470674411,0.9327114776392831,0.7094482193346477,0.43608806414109785,0.17392663982082487,0.958698062988199,0.12491074443112309,0.5287260174519403,True,0.7864995036007634,0.4894624263830279,1.1301914950429337
2.457718351866987,1.5978474597543042,0.23240135604095113,0.6687063338617509,0.7400458347736628,0.03491786884537163,0.18902531155825958,0.7864263690045546,0.2916197812498202,0.8734118140862502,0.6523928792031604,0.35025440966551025,0.32205346500125764,0.9302569187579495,0.6686962859532235,0.9348832538827817,False,0.560604738287595,0.9525486452064107,1.5954756854647734
1.1903220912493853,2.2911943520105584,0.5915242066646001,0.3081144749746177,0.665103799845635,0.4857087433639022,0.6529382149265398,0.47510662448752805,0.2801562881621642,0.8363504096174822,0.4505163146660218,0.7264050690608806,0.539241261512886,0.2797089682398418,0.20946096524312158,0.3679948507563866,False,0.18227623648699262,0.9660253193248642,1.7683804541943657
2.5898522392235996,2.4605884650190832,0.764826995583047,0.5227615022065311,0.62879678291679,0.9806331324863531,0.5786449812992327,0.36754673926541465,0.8788505534928193,0.28929000532660354,0.7374490875788559,0.4976902761145859,0.5427831670896807,0.8913543886261163,0.1743348125808985,0.06523667473492037,False,0.26913205145709473,0.37131394705795945,1.6247884591690758
