DL_Eng,DL_EKM,T_Acc (MBSE),T_I (MBSE),T_Acc (LFSystemSimulator),T_I (LFSystemSimulator),T_Acc (CAD),T_I (CAD),T_Acc (IDE),T_I (IDE),T_Acc (ECAD),T_I (ECAD),T_Acc (FEM),T_I (FEM),T_Acc (CurcuitSimulation),T_I (CurcuitSimulation),T_Acc (new),T_I (new),T_Usab (new),New Tool
1.7160940440647625,1.3192296175697458,0.3973938144531366,0.7048378894626252,0.7109456603890744,0.3384314608402807,0.869324707511613,0.4312347178103909,0.359526946262237,0.7852895221852271,0.19572287511134523,0.6547972859270047,0.7832664473811263,0.5306315447330514,0.47299070254273223,0.15438226695886081,0.1922048786883803,0.8065416888727843,2.04467505201107,False
1.9954926397814305,1.0255301443644051,0.8819287005877018,0.03180842814310096,0.3940407501421854,0.15223980179962188,0.889840178223368,0.6899630925362886,0.44028308976156105,0.34232832943084596,0.6230021558527707,0.5417890025470886,0.41053313841719974,0.9608759318257761,0.14599949203753054,0.1416166356197848,0.7450945067855422,0.4735774564843433,2.263879268159597,False
1.6513068802512407,2.7357187458710426,0.5205114343437875,0.3413913284584837,0.8981212540309368,0.10315971458372646,0.6360969504956959,0.3138055740918553,0.6686326205756572,0.5852371158785493,0.30919061270279014,0.329917468945291,0.4964641898315193,0.3287191128870842,0.3687437299696109,0.5128938524080221,0.3588893200236173,0.704722749957152,1.5567433265869106,False
1.0426277867515112,2.83386796409357,0.3142380883165348,0.6399607693897922,0.8619103909324386,0.6249098948805509,0.13230386866583865,0.11652663215469532,0.7225927299440243,0.2740894928718986,0.3670674584551795,0.5759242847588841,0.622169373050572,0.1695931150927907,0.3735817363052767,0.09412513387670142,0.3826144315073311,0.610416708920319,2.1318193815137514,False
2.916316039343186,1.6307681864234063,0.24855576557752346,0.567978041147643,0.27495655962394766,0.07678675847867394,0.448271800679927,0.8685539048067573,0.8038423071015095,0.9584391604132934,0.7610802659109431,0.9703565231626362,0.6589378212386369,0.11533004865317215,0.2722073899417534,0.3415796679902241,0.10724181627008395,0.3171532855993142,2.769885325720586,True
1.9595848547151413,1.946514329805101,0.4015606078239601,0.45011325151640813,0.6204840909783983,0.9310654962835531,0.4749174506808721,0.62394216856152,0.8701998051079031,0.2875984103536384,0.4318045412274486,0.9109815448865417,0.42566603142337556,0.6255574710467493,0.5188921520480179,0.42616605484829606,0.7019863388234308,0.45814094388929466,2.4569634818537516,True
1.714981290654864,2.627467916342286,0.6814822988620606,0.08187919481222246,0.3857103944311877,0.9328352087835602,0.70929933926087,0.4355665102188469,0.1739398405291272,0.9593704317649577,0.1253683821283294,0.528323217100491,0.2731161754559859,0.41278380636896955,0.7584492784887044,0.9784701041820749,0.18047448290769408,0.12303160204644088,2.0039197206085624,True
2.6123014646283567,1.070190841183753,0.18947756478339262,0.7859688408656886,0.29173226139564323,0.8732282662607039,0.6523947734807487,0.3501565492667981,0.3215572298404923,0.929643886111913,0.66842902977638,0.9344288820427389,0.6422464357313902,0.8448458991749412,0.7856125166823519,0.7728744316846616,0.3729042960443312,0.27648302220415144,1.47266253930431,False
2.4250269362182357,1.9708452040233726,0.6534711870263696,0.47420961313116045,0.2809047140510066,0.8361057698415858,0.45057790650355045,0.7254576692100584,0.5396599547558498,0.27912153060063866,0.21024285746862445,0.368732855585392,0.788889665779678,0.40556502446980325,0.5134477461401852,0.3359002051490824,0.20793686310185336,0.979346824039959,1.1290306137067954,False
2.780345146051846,2.9606188809652827,0.5785237087623768,0.3685571715226768,0.8789558998680748,0.28945428582872507,0.7364725131888886,0.497387186096333,0.5422667314702133,0.891034817001549,0.1741508876909416,0.06558168734753253,0.4565569844731152,0.8276629662539904,0.8075561753998147,0.7494838981645391,0.28000611417893756,0.4589132740174737,2.2976175123869536,False
1.5885723393631666,2.875024943162968,0.13411849952219726,0.7405647615025899,0.3749687466114646,0.02323305482298655,0.7943653228822974,0.8482395551922135,0.5296171992644039,0.050676348518093786,0.4262128123334352,0.06909968725682188,0.2696124406782295,0.35339240676443195,0.4016420593505987,0.4458153922237585,0.3330035113615619,0.52945074768838,2.137784993081137,True
2.8632421825093353,2.8792976175810967,0.40654020264174495,0.4417130170557182,0.33336560825836214,0.0929345205392047,0.5036033325923585,0.7981615224426003,0.6114654654103311,0.42275198542678655,0.6487319577968785,0.4954406786025125,0.8088523933200535,0.5819573698718735,0.7840269356275724,0.1625877814545828,0.5354422006305944,0.052451851531234446,2.3133834308223014,False
2.2744917814594445,2.546668791702346,0.5142095695060067,0.5795316100561929,0.7365014012020518,0.11105518984359894,0.8602950019650826,0.7488890042602031,0.34368245126899966,0.308308337777276,0.4093725560398045,0.9542691381260142,0.4570945540167042,0.5762474902094956,0.26659376713594873,0.17882490388038805,0.2562364466069613,0.5250445594561105,2.1198809194548653,False
2.3883630619633323,1.5238282208745657,0.6387559313962724,0.6993757858762707,0.7089861981969589,0.982798484969508,0.6190631607039212,0.3021593061284564,0.38536352013232766,0.0237340210449946,0.5971212396907689,0.04825060931359782,0.3479619517527553,0.508085396071557,0.6228456749276725,0.8711183222735855,0.48547638460445175,0.045689267303194135,1.6929128957935489,True
2.2036333699382933,2.2481944381348287,0.7042922761727456,0.9088105690382092,0.5783918282771666,0.13649911399042008,0.6082283072567656,0.7602332267733274,0.5511815309096137,0.20663863196570162,0.6300353689536442,0.08631971514223448,0.7211325912240503,0.9753437408469308,0.5121066573900411,0.5991968254011097,0.37819144213137634,0.5963406248952594,1.965272837978611,True
2.6922202695422564,2.5993114527073824,0.6266589899022545,0.23546442962884306,0.8501638984498302,0.055478648406369395,0.4380641305342927,0.8274518758715219,0.5219899302302985,0.6659619130502793,0.8205495545370965,0.26798401839697983,0.48143422554665904,0.858039395661918,0.5622734991425463,0.10665884481411861,0.2655971798802065,0.2906960386243817,1.982004909198369,True
