Name,DOE,Number,Risk,Cost Mean,Cost Median,Cost 95confidence Lower,Cost 95confidence Upper,Cost Q25,Cost Q75,Lead Time Mean,Lead Time Median,Lead Time 95confidence Lower,Lead Time 95confidence Upper,Lead Time Q25,Lead Time Q75,Effectivness Mean,Effectivness Median,Effectivness 95confidence Lower,Effectivness 95confidence Upper,Effectivness Q25,Effectivness Q75,Average Iterations Mean,Average Iterations Median,Average Iterations 95confidence Lower,Average Iterations 95confidence Upper,Average Iterations Q25,Average Iterations Q75,First Pass Yield Mean,First Pass Yield Median,First Pass Yield 95confidence Lower,First Pass Yield 95confidence Upper,First Pass Yield Q25,First Pass Yield Q75,Rel Cost Physical Mean,Rel Cost Physical Median,Rel Cost Physical 95confidence Lower,Rel Cost Physical 95confidence Upper,Rel Cost Physical Q25,Rel Cost Physical Q75,Work Efficency Mean,Work Efficency Median,Work Efficency 95confidence Lower,Work Efficency 95confidence Upper,Work Efficency Q25,Work Efficency Q75,Average Consitency Mean,Average Consitency Median,Average Consitency 95confidence Lower,Average Consitency 95confidence Upper,Average Consitency Q25,Average Consitency Q75
DOE3-75,DOE3,75,2796.6,1465.5,1428.2,1428.4,1502.5,1168,1697.9,99.3,95.8,96.7,102,78.4,115.7,0.218,0.211,0.213,0.224,0.177,0.256,15.7,15.5,15.5,16,14.2,17.3,0.065,0.051,0.058,0.072,0.025,0.089,0.614,0.621,0.609,0.619,0.585,0.647,0.63,0.63,0.629,0.631,0.622,0.639,0.661,0.665,0.658,0.665,0.64,0.686
DOE3-76,DOE3,76,169.6,1095.5,1050.2,1066.5,1124.6,871.2,1268.4,74.3,71.6,72.3,76.4,58.5,86.2,0.282,0.275,0.275,0.29,0.228,0.33,15.1,15.1,14.9,15.3,13.5,16.6,0.11,0.076,0.093,0.126,0.038,0.114,0.547,0.557,0.54,0.554,0.504,0.598,0.591,0.591,0.59,0.592,0.583,0.601,0.638,0.641,0.635,0.641,0.619,0.658
DOE3-77,DOE3,77,462.9,1083.3,1022,1052.9,1113.7,866.1,1233.6,73.5,69.3,71.4,75.7,58.2,84,0.288,0.286,0.281,0.296,0.235,0.337,15.1,14.8,14.8,15.3,13.2,16.6,0.118,0.076,0.1,0.135,0.038,0.114,0.533,0.537,0.526,0.541,0.495,0.585,0.597,0.597,0.596,0.599,0.587,0.606,0.639,0.64,0.635,0.642,0.618,0.661
DOE3-78,DOE3,78,3349.2,1412.5,1343.5,1377.1,1448,1176.7,1611.7,96.8,91.2,94.2,99.5,79.6,110.8,0.224,0.222,0.219,0.229,0.185,0.254,16,15.7,15.8,16.2,14.4,17.3,0.062,0.051,0.056,0.069,0.025,0.089,0.597,0.6,0.593,0.602,0.567,0.633,0.632,0.633,0.631,0.633,0.623,0.64,0.671,0.672,0.668,0.674,0.648,0.692
DOE3-79,DOE3,79,72.6,966.9,931.3,940.8,993,772.5,1128.6,65.9,63.2,64,67.7,51.4,77.4,0.321,0.309,0.312,0.329,0.255,0.372,14.4,14.3,14.2,14.7,12.7,15.7,0.175,0.076,0.149,0.201,0.038,0.127,0.505,0.515,0.498,0.513,0.456,0.566,0.583,0.582,0.581,0.584,0.573,0.592,0.624,0.627,0.621,0.627,0.604,0.647
DOE3-8,DOE3,8,4921.5,1522.2,1478.7,1484.1,1560.2,1241.3,1753.1,103.7,99.2,100.9,106.5,83.4,119.3,0.213,0.207,0.208,0.219,0.175,0.246,14.9,14.7,14.6,15.1,13.1,16.2,0.059,0.051,0.053,0.064,0.025,0.089,0.633,0.639,0.63,0.637,0.611,0.66,0.562,0.562,0.561,0.563,0.555,0.568,0.647,0.649,0.644,0.651,0.627,0.67
DOE3-80,DOE3,80,159.6,1025.6,979.8,996.7,1054.5,817.9,1177.9,69.9,66.5,67.9,71.9,55.3,81.4,0.307,0.295,0.299,0.316,0.247,0.355,14.9,14.8,14.6,15.1,13.4,16.2,0.161,0.076,0.137,0.185,0.038,0.127,0.508,0.516,0.501,0.516,0.457,0.568,0.591,0.592,0.59,0.593,0.582,0.601,0.621,0.623,0.618,0.624,0.599,0.644
DOE3-81,DOE3,81,1790.1,1344.4,1291.3,1309.9,1378.9,1110.2,1531.6,91.8,88.6,89.4,94.3,75,104.8,0.237,0.231,0.231,0.243,0.195,0.268,15.8,15.7,15.6,16.1,14.2,17.2,0.07,0.051,0.06,0.079,0.025,0.089,0.58,0.583,0.575,0.586,0.547,0.62,0.629,0.629,0.628,0.631,0.621,0.638,0.665,0.666,0.662,0.668,0.646,0.686
DOE3-9,DOE3,9,6488.9,1578.3,1505.5,1540.9,1615.6,1291.8,1781.7,108.7,103.4,106,111.5,88.4,123.1,0.211,0.21,0.206,0.216,0.176,0.243,14.4,14.1,14.1,14.6,12.8,15.8,0.062,0.063,0.057,0.067,0.026,0.089,0.63,0.63,0.627,0.633,0.611,0.652,0.579,0.58,0.578,0.581,0.573,0.589,0.636,0.638,0.633,0.639,0.615,0.658
DOE1-1,DOE1,1,5528.3,1768.4,1727.1,1730,1806.8,1506.2,1973.3,106.6,103.8,103.9,109.3,87.1,121.5,0.208,0.203,0.204,0.213,0.178,0.234,14.2,13.9,13.9,14.4,12.6,15.5,0.059,0.051,0.054,0.065,0.025,0.089,0.649,0.649,0.647,0.652,0.634,0.667,0.681,0.681,0.68,0.682,0.674,0.689,0.628,0.628,0.625,0.631,0.607,0.649
DOE1-10,DOE1,10,5024.8,1762.3,1724.6,1724.7,1799.9,1488.2,1992.2,107.6,105.3,105,110.2,88.2,123.4,0.209,0.202,0.204,0.213,0.178,0.236,14.3,14.1,14.1,14.5,12.8,15.7,0.055,0.051,0.051,0.059,0.025,0.076,0.649,0.651,0.646,0.652,0.632,0.669,0.68,0.682,0.679,0.681,0.673,0.688,0.628,0.629,0.625,0.631,0.609,0.648
DOE1-11,DOE1,11,873,1477.7,1436.5,1443.8,1511.7,1211.2,1717.7,86.6,84.2,84.3,88.9,68,101.7,0.197,0.193,0.193,0.202,0.161,0.229,14.7,14.5,14.4,14.9,12.9,16.3,0.058,0.051,0.053,0.062,0.025,0.089,0.73,0.733,0.727,0.733,0.712,0.749,0.554,0.555,0.553,0.555,0.546,0.562,0.633,0.634,0.63,0.636,0.613,0.652
DOE1-12,DOE1,12,793.5,1446.5,1421.6,1413.4,1479.6,1198.4,1647.2,84.8,82.7,82.5,87.1,68.4,98.7,0.192,0.186,0.188,0.197,0.159,0.22,14.8,14.9,14.6,15,13,16.2,0.056,0.051,0.052,0.06,0.025,0.089,0.75,0.753,0.748,0.753,0.735,0.768,0.518,0.518,0.517,0.519,0.51,0.526,0.638,0.639,0.636,0.641,0.62,0.658
DOE1-13,DOE1,13,6367.7,1732.9,1668.1,1691.9,1773.8,1438.7,1985.9,105,98.5,102.2,107.9,84.2,122.2,0.214,0.211,0.209,0.218,0.176,0.243,14.2,13.9,13.9,14.4,12.5,15.8,0.059,0.051,0.055,0.064,0.025,0.089,0.646,0.646,0.643,0.649,0.627,0.668,0.679,0.679,0.678,0.68,0.671,0.688,0.631,0.634,0.628,0.634,0.611,0.653
DOE1-14,DOE1,14,997.6,1437.2,1380.6,1404,1470.4,1229.6,1608.9,85.1,81.4,82.8,87.4,70,97.2,0.203,0.2,0.198,0.207,0.17,0.226,14.5,14.3,14.3,14.7,13.1,15.7,0.059,0.063,0.055,0.063,0.025,0.089,0.725,0.726,0.722,0.728,0.708,0.744,0.552,0.552,0.551,0.553,0.544,0.559,0.631,0.631,0.628,0.634,0.609,0.653
DOE1-15,DOE1,15,925.8,1411.8,1349.7,1377.6,1445.9,1162.2,1600.4,83.2,79.8,80.9,85.5,66.4,96.3,0.197,0.195,0.193,0.202,0.164,0.226,14.7,14.5,14.5,15,13.1,16.1,0.057,0.051,0.053,0.061,0.025,0.089,0.744,0.747,0.741,0.747,0.726,0.763,0.516,0.516,0.515,0.517,0.509,0.524,0.631,0.632,0.628,0.634,0.61,0.652
DOE1-16,DOE1,16,2653.9,1618.3,1583.9,1582.3,1654.4,1345.6,1840.9,98.4,96.3,95.8,101,78.6,114.6,0.228,0.221,0.223,0.233,0.19,0.263,13.8,13.7,13.6,14,12.2,15.1,0.063,0.063,0.058,0.069,0.025,0.089,0.638,0.639,0.635,0.641,0.617,0.66,0.673,0.673,0.672,0.675,0.664,0.683,0.634,0.635,0.631,0.636,0.614,0.653
DOE1-17,DOE1,17,376.2,1347,1302.1,1315.7,1378.3,1108.5,1556.8,80.2,76.6,78,82.4,63.3,93.2,0.217,0.213,0.212,0.222,0.179,0.25,14.2,14.2,14,14.4,12.4,15.6,0.06,0.063,0.055,0.065,0.025,0.089,0.717,0.718,0.714,0.72,0.695,0.74,0.545,0.545,0.543,0.546,0.535,0.554,0.637,0.638,0.634,0.64,0.617,0.658
DOE1-18,DOE1,18,232.2,1270.3,1221.4,1240.4,1300.3,1056.1,1462.1,74.9,71.7,72.8,77,59.6,89,0.22,0.216,0.214,0.225,0.18,0.252,14.1,13.9,13.9,14.3,12.6,15.4,0.065,0.063,0.059,0.071,0.025,0.089,0.733,0.734,0.73,0.736,0.712,0.755,0.506,0.505,0.504,0.507,0.497,0.514,0.632,0.635,0.628,0.635,0.608,0.658
DOE1-19,DOE1,19,2505.2,1538.6,1475.5,1503.6,1573.7,1280.4,1742.3,94.5,90.4,91.9,97.1,75.5,109.2,0.238,0.237,0.233,0.243,0.202,0.271,13.5,13.2,13.3,13.7,11.8,14.8,0.065,0.063,0.059,0.071,0.025,0.089,0.632,0.633,0.628,0.635,0.609,0.655,0.669,0.67,0.668,0.67,0.661,0.678,0.636,0.638,0.633,0.639,0.616,0.657
DOE1-2,DOE1,2,1599,1550.3,1484.5,1514.7,1585.9,1288.8,1757,91.2,87.6,88.7,93.6,73,103.4,0.188,0.186,0.184,0.192,0.157,0.213,14.7,14.5,14.4,14.9,12.8,16.1,0.055,0.051,0.051,0.06,0.025,0.089,0.741,0.742,0.739,0.743,0.726,0.757,0.556,0.556,0.555,0.557,0.548,0.564,0.631,0.63,0.628,0.634,0.611,0.651
DOE1-20,DOE1,20,937.7,1226.6,1166.6,1194,1259.3,1007.5,1407.2,73.1,68.4,70.8,75.4,57.3,85.2,0.241,0.237,0.235,0.247,0.195,0.273,13.5,13.2,13.3,13.7,12,14.8,0.072,0.063,0.064,0.08,0.026,0.089,0.703,0.703,0.7,0.707,0.681,0.73,0.535,0.535,0.534,0.537,0.526,0.546,0.629,0.631,0.626,0.632,0.609,0.65
DOE1-21,DOE1,21,491.7,1187.2,1141.4,1157.3,1217,973,1342.4,70.4,67.3,68.2,72.5,54.9,80.8,0.237,0.231,0.231,0.243,0.196,0.272,13.6,13.5,13.4,13.8,12.1,15,0.07,0.063,0.062,0.078,0.025,0.101,0.723,0.725,0.719,0.726,0.702,0.746,0.498,0.498,0.497,0.499,0.489,0.508,0.632,0.634,0.629,0.635,0.613,0.652
DOE1-22,DOE1,22,2595.8,1509.7,1442.5,1475.1,1544.4,1272.1,1720.4,92.6,88.2,90,95.2,75,107,0.243,0.241,0.238,0.249,0.205,0.274,13.4,13.2,13.2,13.6,11.9,14.7,0.066,0.051,0.059,0.073,0.025,0.089,0.628,0.629,0.625,0.631,0.607,0.652,0.666,0.667,0.665,0.668,0.657,0.676,0.638,0.642,0.634,0.641,0.618,0.661
DOE1-23,DOE1,23,414.1,1178,1130,1148.6,1207.4,968.1,1316.6,71,67.8,68.9,73.1,55.4,82.2,0.249,0.245,0.243,0.256,0.209,0.285,13.3,13.1,13.1,13.5,11.8,14.4,0.072,0.063,0.065,0.079,0.038,0.101,0.697,0.7,0.693,0.701,0.673,0.723,0.53,0.529,0.528,0.531,0.521,0.54,0.63,0.633,0.626,0.633,0.606,0.655
